189,43.04,0.0,-39000.0,110.36
190,45.84,0.0,-45000.0,116.9
191,51.88,0.0,-45000.0,126.29
192,53.76,0.0,-39000.0,126.84
193,48.92,0.0,-33000.0,124.47
194,54.4,0.0,-33000.0,128.12
195,56.08,0.0,-27000.0,133.07
196,44.44,0.0,-39000.0,113.25
197,54.64,0.0,-33000.0,134.31
198,58.48,0.0,-30000.0,137.83
199,54.44,0.0,-36000.0,128.1
200,51.36,0.0,-33000.0,123.74
1,76.16,0.0,-42000.0,154.9
2,69.56,0.0,-48000.0,147.42
3,63.2,0.0,-33000.0,137.77
4,46.48,0.0,-33000.0,105.65
5,39.04,0.0,-33000.0,90.34
6,36.64,0.0,-30000.0,84.32
7,35.48,0.0,-33000.0,84.39
8,44.84,0.0,-24000.0,103.6
9,53.92,0.0,-45000.0,120.72
10,47.8,0.0,-39000.0,107.85
11,44.84,0.0,-24000.0,104.42
12,40.76,0.0,-36000.0,94.36
13,45.48,0.0,-33000.0,105.9
14,57.0,0.0,-42000.0,125.07
15,54.44,0.0,-48000.0,118.79
16,63.88,0.0,-39000.0,136.51
17,53.96,0.0,-24000.0,123.73
18,45.48,0.0,-36000.0,109.6
19,49.12,0.0,-39000.0,120.16
20,51.16,0.0,-33000.0,123.81
21,43.12,0.0,-39000.0,106.12
22,40.76,0.0,-36000.0,101.35
23,36.84,0.0,-24000.0,92.68
24,42.96,0.0,-30000.0,105.01
25,38.56,0.0,-45000.0,96.96
26,43.68,0.0,-24000.0,109.01
27,46.56,0.0,-27000.0,115.09
28,51.72,0.0,-45000.0,123.38
29,53.68,0.0,-45000.0,125.78
30,53.88,0.0,-48000.0,126.6
31,48.2,0.0,-27000.0,118.78
32,45.16,0.0,-33000.0,111.73
33,47.8,0.0,-36000.0,113.62
34,57.92,0.0,-21000.0,137.39
35,58.6,0.0,-54000.0,138.96
36,43.56,0.0,-30000.0,105.72
37,37.4,0.0,-27000.0,94.13
38,51.8,0.0,-27000.0,125.94
39,51.32,0.0,-30000.0,123.16
40,58.4,0.0,-27000.0,134.99
41,54.56,0.0,-21000.0,132.37
42,55.6,0.0,-45000.0,127.59
43,51.88,0.0,-45000.0,122.37
